"Ma","CO2"
1.8258,246.05
1.8266,242.82
1.8274,244.15
1.8282,244.34
1.8293,238.7
1.8305,240.94
1.8315,244.34
1.8325,240.94
1.8336,241.51
1.8344,238.34
1.8351,237.97
1.8359,239.46
1.8369,238.9
1.8375,232.1
1.8383,235.93
1.839,225.5
1.8398,214.81
1.8406,217.52
1.8414,217.18
1.842,219.75
1.8428,219.92
1.8436,227.27
1.8443,227.63
1.8451,223.04
1.8461,225.86
1.8469,228.69
1.8477,230.67
1.8484,231.02
1.8494,246.63
1.8502,239.83
1.8511,247.21
1.8521,253.62
1.8531,259.97
1.8539,250.49
1.8549,258.78
1.8558,260.99
1.8566,258.78
1.8574,249.52
1.858,256.58
1.8586,249.73
1.8594,244.74
1.86,239.47
1.861,240.22
1.862,237.8
1.8628,238.92
1.8637,242.28
1.8647,239.28
1.8655,240.4
1.8663,237.05
1.8671,240.78
1.8677,244.75
1.8685,246.46
1.8691,249.74
1.8697,251.87
1.8704,250.7
1.8711,246.27
1.8721,248.96
1.8729,245.13
1.8739,255.01
1.8748,252.85
1.876,252.45
1.8766,245.89
1.8776,245.9
1.8784,234.5
1.8795,231.41
1.8803,230.5
1.8811,232.86
1.8819,233.95
1.8827,235.78
1.8833,233.41
1.8841,237.62
1.8853,243.05
1.8861,241.92
1.8871,234.31
1.8882,254.63
1.889,256
1.8896,245.33
1.8904,253.05
1.891,265.67
1.8914,254.23
1.8922,257.2
1.8928,266.5
1.8933,247.81
1.8941,248.59
1.8949,249.16
1.8955,250.13
1.8963,249.17
1.8974,261.4
1.8982,261.01
1.8991,253.26
1.8999,243.24
1.9007,238.94
1.9015,231.05
1.9023,222.9
1.903,229.8
1.904,229.97
1.9048,229.63
1.9054,233.23
1.9062,235.62
1.907,226.06
1.9074,225.18
1.9078,226.6
1.9084,220.82
1.9089,221.51
1.9097,223.6
1.9105,217.56
1.9112,212.16
1.9119,220.47
1.9127,213.33
1.9133,210.83
1.9141,206.88
1.9149,204.3
1.9154,204.94
1.9162,209.83
1.9168,210.34
1.9176,218.41
1.9184,223.08
1.9192,214.34
1.9199,223.96
1.9207,228.02
1.9213,234.7
1.9219,235.8
1.9227,239.87
1.9232,228.74
1.9238,232.52
1.9244,223.96
1.9251,233.79
1.9259,233.97
1.9267,235.81
1.9275,240.43
1.9281,246.1
1.929,242.32
1.9298,242.88
1.9306,244.39
1.9313,232.16
1.9321,235.81
1.9329,234.71
1.9337,229.1
1.9345,234.53
1.9352,239.32
1.936,235.44
1.9368,238.76
1.9374,249.96
1.938,241.57
1.9388,241.77
1.9398,248.62
1.9404,243.26
1.9411,232.35
1.9421,244.21
1.9429,248.04
1.9433,243.47
1.944,244.21
1.9447,250.16
1.9451,245.36
1.9459,246.31
1.9467,246.12
1.9473,239.71
1.9483,236.92
1.9495,235.45
1.9503,230.19
1.9513,225.39
1.9522,226.62
1.9528,227.85
1.9534,221.71
1.954,229.65
1.9546,226.79
1.9554,225.04
1.9562,225.2
1.9569,238.41
1.9577,229.47
1.9585,229.47
1.9593,231.28
1.96,235.09
1.9607,223.1
1.9613,226.79
1.962,236
1.9626,237.86
1.9631,234.35
1.9639,235.83
1.9651,235.09
1.966,230.92
1.967,234.55
1.9684,240.46
1.9694,244.8
1.9701,237.67
1.9709,241.41
1.9715,242.14
1.9719,247.85
1.9723,240.28
1.9728,259.64
1.9732,262.06
1.9738,264.09
1.9744,259.85
1.9751,260.05
1.9759,251.55
1.9769,250.96
1.9777,253.31
1.9784,246.71
1.9791,256.27
1.9797,255.46
1.9801,256.66
1.9807,258.05
1.9813,258.45
1.9819,261.45
1.9825,265.53
1.9831,259.64
1.9837,246.33
1.9845,251.35
1.9853,238.42
1.9861,229.31
1.9871,228.95
1.9881,232.19
1.9892,224.87
1.9903,231.47
1.9913,227.35
1.9921,225.75
1.9932,232.56
1.994,235.3
1.9947,232.37
1.9958,246.54
1.997,250.97
1.9977,242.92
1.9985,244.06
1.9997,246.34
2.0006,232.38
2.0016,229.32
2.0027,236.77
2.0037,234.75
2.0047,232.93
2.0057,244.06
2.0065,246.54
2.0076,239.18
2.0088,246.35
2.0098,248.66
2.0106,248.84
2.0116,244.63
2.0122,247.5
2.013,244.83
2.0138,246.15
2.0146,246.93
2.0154,254.7
2.0163,252.54
2.0171,257.86
2.0179,259.27
2.0187,259.27
2.0196,250.98
2.0204,258.88
2.0212,270.3
2.022,270.09
2.0228,267.82
2.0236,267.82
2.0244,267.2
2.0252,257.48
2.0259,255.1
2.0267,250.02
2.0275,253.53
2.0283,252.94
2.0289,245.59
2.0296,246.94
2.0304,250.99
2.031,244.64
2.0316,240.49
2.0322,244.26
2.033,244.65
2.0337,244.45
2.0345,252.55
2.0351,246.17
2.0359,245.6
2.0364,245.79
2.0369,245.02
2.0375,239.19
2.0381,246.56
2.0387,242.56
2.0392,236.24
2.0398,233.31
2.0402,237.9
2.0408,234.39
2.0414,233.49
2.0421,236.6
2.0427,236.24
2.0433,231.32
2.0439,229.34
2.0445,228.09
2.0452,219.17
2.0458,215.92
2.0464,223.33
2.0468,229.34
2.0472,231.32
2.0474,239.02
2.048,247.33
2.0486,235.5
2.0494,236.42
2.0502,242.57
2.051,242.57
2.0516,245.24
2.0523,241.63
2.0529,236.05
2.0535,239.02
2.0543,246.75
2.0549,237.91
2.0556,239.02
2.0564,243.33
2.0572,233.86
2.0579,222.11
2.0587,229.52
2.0593,233.32
2.0599,231.87
2.0605,234.96
2.061,246
2.0616,235.15
2.0624,241.84
2.063,237.72
2.0634,226.85
2.064,226.68
2.0648,227.91
2.0655,225.09
2.0663,216.61
2.0671,228.45
2.0677,215.42
2.0681,218.67
2.0686,222.11
2.0694,224.21
2.0702,217.13
2.071,216.45
2.0718,218.15
2.0724,203.88
2.0726,210.9
2.0732,210.9
2.0738,224.04
2.0745,214.41
2.0751,220.22
2.0757,212.24
2.0763,214.42
2.077,211.24
2.0776,204.86
2.0782,209.26
2.079,215.61
2.0794,207.94
2.0798,206.48
2.0804,220.73
2.0811,224.4
2.0817,221.07
2.0825,220.05
2.0831,211.58
2.0835,205.83
2.0841,204.21
2.0847,206.96
2.0851,206.64
2.0859,210.09
2.0869,220.74
2.0876,216.62
2.0882,218.49
2.0894,234.98
2.0902,234.98
2.0908,226.86
2.0918,224.75
2.093,231.35
2.0938,230.62
2.0946,236.27
2.0954,240.35
2.0962,253.17
2.0968,248.32
2.0975,246.59
2.0983,252.2
2.0994,259.12
2.1002,249.87
2.101,256.73
2.1019,260.53
2.1027,261.74
2.1034,251.42
2.104,251.23
2.1048,240.35
2.1054,229.91
2.1062,224.06
2.1068,223.89
2.1074,225.64
2.1078,231.53
2.1086,234.81
2.1094,234.63
2.1102,238.49
2.1114,241.66
2.1126,246.4
2.1136,245.45
2.1146,250.07
2.1156,250.26
2.1163,259.13
2.1175,252.6
2.1183,255.16
2.1189,252.99
2.1196,259.53
2.1203,246.41
2.1211,247.94
2.1219,242.8
2.1227,243.19
2.1236,231.54
2.1248,233.35
2.1256,232.99
2.1266,233.72
2.128,231.91
2.1294,228.32
2.1304,233.18
2.1314,219.03
2.1322,224.95
2.1328,226.18
2.1336,239.62
2.1346,241.68
2.1356,261.35
2.1369,248.34
2.1381,253.99
2.1389,252.81
2.1397,253.59
2.1407,252.81
2.1416,262.16
2.1428,251.83
2.144,243.76
2.145,238.88
2.146,225.66
2.1468,221.81
2.1472,220.42
2.1479,221.81
2.1489,204.56
2.1495,206.67
2.1503,205.05
2.1513,211.62
2.1522,209.13
2.1532,226.37
2.1542,226.73
2.155,227.96
2.156,229.94
2.157,226.19
2.1579,221.47
2.1589,231.74
2.1601,226.02
2.1613,211.29
2.1623,212.44
2.1631,214.14
2.1637,210.8
2.1647,210.95
2.1655,222.87
2.1663,232.28
2.1675,227.62
2.1688,227.09
2.1698,241.32
2.1708,233.02
2.172,230.31
2.173,232.83
2.174,229.41
2.1748,229.23
2.1757,235.02
2.1765,232.83
2.1773,235.21
2.1781,241.91
2.179,243.22
2.1797,242.46
2.1805,247.6
2.1813,250.3
2.1819,245.31
2.1826,244.93
2.1836,248.94
2.1844,248.37
2.185,249.53
2.186,252.64
2.1868,251.28
2.1874,248.76
2.1884,250.5
2.1894,252.84
2.1902,254.02
2.191,250.88
2.1917,255.8
2.1921,251.67
2.1927,253.04
2.1935,242.27
2.1943,242.65
2.195,237.98
2.1956,244.74
2.1964,235.78
2.1968,244.93
2.1974,246.65
2.198,244.55
2.1988,240.22
2.1994,243.23
2.2002,240.03
2.2012,234.31
2.2022,234.31
2.203,235.22
2.2039,244.55
2.2047,244.55
2.2053,250.31
2.2061,254.81
2.2071,254.81
2.208,245.51
2.209,254.23
2.21,252.65
2.2108,253.63
2.2116,258.19
2.2122,262.81
2.2126,260.19
2.2132,250.12
2.214,250.52
2.2148,249.73
2.2158,245.13
2.2168,239.67
2.2178,252.85
2.2186,250.9
2.2196,247.42
2.2206,246.47
2.2216,250.52
2.2224,246.85
2.2233,247.43
2.2241,249.55
2.2249,254.42
2.2259,254.63
2.2268,260.81
2.2278,261.82
2.2288,265.88
2.2296,266.09
2.2304,267.11
2.2314,262.82
2.2322,258.6
2.233,256.21
2.234,255.23
2.235,243.25
2.236,245.34
2.2372,244.76
2.2382,239.68
2.2391,246.48
2.2399,256.81
2.2405,246.86
2.2409,240.24
2.2417,248.4
2.2424,231.97
2.243,227.13
2.2438,229.27
2.2446,231.79
2.2452,225.19
2.2458,226.24
2.2466,223.08
2.2472,222.38
2.2478,228.01
2.2484,225.89
2.249,233.24
2.2498,236.53
2.2508,240.61
2.2518,247.44
2.2528,241.95
2.2538,243.44
2.2546,246.29
2.2554,247.64
2.256,236.16
2.2566,251.71
2.2574,258.01
2.2582,262.44
2.2588,266.51
2.2595,267.13
2.2603,266.51
2.2613,263.66
2.2621,265.9
2.2631,268.37
2.2644,281.69
2.2656,285.66
2.2666,282.7
2.2677,280.62
2.2687,277.83
2.2697,272.55
2.2705,273.37
2.2712,274.22
2.2719,270.04
2.2729,260.43
2.2737,265.3
2.2745,257.83
2.2754,248.81
2.2762,244.59
2.277,244.98
2.2776,241.96
2.2784,232.71
2.279,234.35
2.2801,239.9
2.2809,234.9
2.2819,227.5
2.2829,228.03
2.2839,221.36
2.2846,215.71
2.2854,223.27
2.2862,223.27
2.2868,226.44
2.2875,233.99
2.2881,235.46
2.2889,234.17
2.2897,238.4
2.2907,234.9
2.2916,236.93
2.2928,236.74
2.2938,242.53
2.2946,244.04
2.2952,252.32
2.2963,253.68
2.2971,263.48
2.2977,266.75
2.2985,265.92
2.2999,267.77
2.301,269.23
2.302,261.86
2.3032,256.06
2.3046,260.05
2.3054,261.05
2.3062,254.87
2.3072,259.65
2.3084,259.24
2.3092,259.65
2.3102,253.29
2.311,252.91
2.312,247.11
2.313,239.53
2.314,231.64
2.3152,230.03
2.3166,230.2
2.3176,240.47
2.3184,247.11
2.3192,247.68
2.3198,254.29
2.3204,258.65
2.3214,249.79
2.3223,251.75
2.3233,259.06
2.3245,258.86
2.3255,253.9
2.3263,252.92
2.327,251.16
2.328,250.19
2.3287,242.92
2.3295,248.27
2.3303,254.3
2.3311,253.3
2.3317,250.97
2.3323,251.36
2.3333,248.64
2.3341,242.17
2.3349,237.31
2.3355,240.29
2.336,246.16
2.3366,242.55
2.3372,245.58
2.338,255.48
2.3388,248.64
2.3398,245.58
2.3404,250.2
2.3413,250.01
2.3421,250.78
2.3431,259.67
2.3441,275.75
2.345,283.94
2.3459,310.34
2.3467,310.98
2.3479,310.34
2.3491,294.13
2.3502,283.94
2.3512,275.55
2.3522,273.01
2.353,270.71
2.3538,262.89
2.3547,263.31
2.3557,259.87
2.3569,254.32
2.3578,253.72
2.3586,244.64
2.3593,239.56
2.3599,235.31
2.3605,229.33
2.3611,225.07
2.3619,225.6
2.3627,224.19
2.3635,223.84
2.3647,229.33
2.3658,226.84
2.3668,230.05
2.3678,229.33
2.369,230.77
2.3698,227.91
2.3708,227.73
2.3718,230.95
2.373,235.5
2.374,232.04
2.375,239.95
2.3758,242.37
2.3768,244.08
2.3778,237.54
2.3788,254.72
2.3796,254.13
2.381,261.5
2.382,259.49
2.3829,265.78
2.3837,253.15
2.3847,256.51
2.3852,256.9
2.386,266.81
2.3867,267.83
2.3879,282.2
2.3889,298.44
2.3898,294.15
2.3906,279.19
2.3916,283.38
2.392,280.7
2.3928,279.4
2.3938,276.85
2.3946,277.91
2.3957,278.12
2.3969,275.57
2.3979,268.87
2.3987,267.22
2.4,267.64
2.401,256.12
2.4017,247.73
2.4025,245.23
2.4035,243.91
2.404,241.08
2.4048,243.91
2.4058,246.2
2.4067,243.15
2.4075,244.66
2.4087,236.25
2.4097,234.24
2.4105,234.05
2.4114,226.16
2.4122,222.81
2.4128,236.07
2.4133,226.69
2.4139,224.74
2.4145,235.34
2.4153,248.5
2.4159,240.15
2.4167,244.3
2.4175,244.86
2.4183,245.82
2.4191,238.11
2.4199,243.35
2.4204,242.6
2.421,249.47
2.4216,254.54
2.4222,252.77
2.423,260.93
2.4242,275.17
2.4253,261.33
2.4263,264.99
2.4271,262.94
2.4281,253.36
2.4289,248.9
2.4296,257.72
2.4304,245.82
2.4316,244.87
2.4324,236.82
2.4332,242.79
2.4342,235.17
2.4352,235.35
2.436,240.92
2.4372,242.41
2.4382,239.98
2.439,239.04
2.44,234.99
2.441,228.84
2.4418,225.99
2.4428,216.8
2.4438,228.65
2.4446,218.35
2.4454,226.88
2.446,222.82
2.4466,221.1
2.4472,208.79
2.4478,226.7
2.4484,213.09
2.4492,211.76
2.45,213.09
2.4508,216.3
2.4518,207.32
2.4528,217.33
2.4536,225.12
2.4544,235.36
2.4553,241.3
2.4563,244.32
2.4572,233.72
2.4582,240.55
2.459,234.62
2.4597,235.92
2.4603,236.47
2.461,233.91
2.4616,239.81
2.4622,238.5
2.463,238.88
2.4636,241.68
2.4642,241.3
2.4648,244.13
2.4656,251.24
2.4664,250.85
2.4672,262.77
2.4678,279.67
2.4686,273.5
2.4696,277.1
2.4704,274.35
2.4711,254.78
2.4719,251.84
2.4727,253.39
2.4735,250.67
2.4743,254.97
2.475,260.35
2.4758,257.75
2.4764,246.42
2.4766,243.57
2.4768,236.28
2.4774,237.22
2.478,236.28
2.4786,234.28
2.4796,228.86
2.481,222.51
2.482,219.22
2.483,223.03
2.4842,218.54
2.4854,215.3
2.4862,218.88
2.4871,229.75
2.4881,213.45
2.4889,215.64
2.4896,219.91
2.4904,226.02
2.4913,214.3
2.4921,227.08
2.4933,238.33
2.4942,239.27
2.495,240.19
2.496,231.74
2.497,232.65
2.4976,223.56
2.4984,232.28
2.4995,217.35
2.5003,233.56
2.5013,238.71
2.5023,247.59
2.5031,230.3
2.504,253.81
2.5052,255.58
2.506,247.98
2.5071,236.13
2.5084,238.71
2.5094,229.05
2.51,226.38
2.5108,225.33
2.5118,232.29
2.5125,239.08
2.5135,237.79
2.5145,234.48
2.5155,238.34
2.5161,236.5
2.5166,234.85
2.5174,230.13
2.5183,237.24
2.5193,222.35
2.5203,218.21
2.5215,214.48
2.5221,210.13
2.5228,197.77
2.5232,203.95
2.5238,201.07
2.5242,201.23
2.5248,202.66
2.5256,199.17
2.5264,197.77
2.527,202.51
2.5278,202.99
2.5286,203.63
2.529,219.59
2.5296,223.76
2.5304,223.58
2.531,216
2.5314,217.37
2.5318,209.15
2.5322,209.48
2.5326,208.65
2.5334,222.01
2.5342,224.45
2.5352,229.97
2.5362,235.41
2.5372,244.37
2.538,250.13
2.5388,252.66
2.5397,253.64
2.5405,261
2.5413,258.58
2.5421,259.58
2.5429,270.21
2.5434,270.21
2.5442,270.83
2.5449,275.87
2.5455,273.55
2.5463,270.01
2.5473,277.79
2.5479,277.15
2.5484,271.04
2.5489,275.04
2.5497,269.79
2.5503,267.31
2.551,263.43
2.5522,267.52
2.5533,261.61
2.5541,268.97
2.5551,258
2.556,256.21
2.5568,259
2.5576,261.01
2.5582,261.2
2.5588,272.73
2.5598,267.93
2.5605,267.74
2.5613,268.15
2.5623,266.5
2.5634,265.07
2.5642,269.39
2.5653,261.61
2.5663,264.25
2.5672,258.6
2.5679,256.02
2.5689,260.21
2.5697,268.16
2.5705,268.98
2.5714,270.43
2.5723,266.92
2.5729,264.05
2.5735,250.15
2.5743,246.67
2.5751,255.22
2.5758,263.85
2.5768,255.62
2.5778,271.9
2.5786,276.97
2.5792,266.51
2.5801,254.63
2.5809,265.28
2.5817,260
2.5827,260
2.5838,257.22
2.5847,268.78
2.5857,265.9
2.5867,270.65
2.5876,261.82
2.5889,269.81
2.5901,264.87
2.5911,264.87
2.5921,264.26
2.5934,267.13
2.5942,263.04
2.5954,257.62
2.5965,260.62
2.5977,250.54
2.5985,247.45
2.5997,256.83
2.6007,256.42
2.6018,244.21
2.6028,239.51
2.6041,245.73
2.605,228.2
2.606,226.08
2.607,226.79
2.608,238.77
2.609,228.39
2.61,234.16
2.6111,237.84
2.6121,238.77
2.6134,229.11
2.6144,234.9
2.6155,233.44
2.6163,232.71
2.6175,234.54
2.6183,240.82
2.6194,233.99
2.6203,237.85
2.6215,242.33
2.6223,245.36
2.6233,252.89
2.6244,262.87
2.6254,266.54
2.6262,265.51
2.6272,281.92
2.628,277.63
2.6285,277.42
2.6293,276.57
2.6301,309.9
2.6307,277.42
2.6314,277.84
2.6322,278.92
2.6328,301.71
2.6334,278.49
2.6342,278.27
2.635,285.31
2.6358,328.91
2.6364,304.21
2.6374,302.95
2.6382,309.27
2.6388,281.93
2.6398,264.5
2.6412,264.9
2.642,260.45
2.6428,253.49
2.6442,252.13
2.6452,242.73
2.646,245.76
2.6468,242.17
2.6478,245.19
2.6484,244.8
2.6492,241.04
2.6498,229.3
2.6506,235.47
2.6512,233.28
2.652,231.65
2.6528,234.56
2.6538,234.01
2.6546,226.45
2.6554,227.52
2.6562,230.38
2.6571,236.58
2.6579,241.79
2.6587,249.41
2.6599,261.86
2.6609,264.51
2.6617,260.27
2.6625,267.8
2.6633,270.49
2.6639,265.13
2.6647,273.84
2.6656,298.63
2.6666,294.95
2.6678,300.49
2.669,288.3
2.67,281.52
2.6708,282.38
2.6718,280.22
2.6726,278.09
2.6736,283.57
2.6745,273.63
2.6755,275.96
2.6763,274.7
2.6773,272.8
2.6781,272.17
2.679,277.87
2.6798,274.7
2.6808,270.71
2.6818,270.09
2.6826,264.52
2.6832,260.47
2.6838,259.28
2.6844,261.88
2.6849,250.79
2.6855,249.62
2.6863,251.96
2.6873,244.07
2.6881,234.03
2.689,236.96
2.6898,230.94
2.6906,229.86
2.6916,228.43
2.6926,227.02
2.6936,227.54
2.6946,233.31
2.6958,222.44
2.6968,226.48
2.6978,229.86
2.6986,232.57
2.6996,234.76
2.7008,245.79
2.7018,245.61
2.7028,248.28
2.7039,238.45
2.7049,236.61
2.7055,238.45
2.7063,239.75
2.7069,242
2.7077,254.92
2.7085,252.76
2.7091,245.23
2.7099,241.07
2.7107,240.69
2.7114,227.91
2.7122,227.19
2.7132,223.67
2.714,222.62
2.7148,221.59
2.7156,227.2
2.7162,232.4
2.7168,234.59
2.7174,234.59
2.7182,233.86
2.719,233.12
2.7199,233.68
2.7207,228.63
2.7215,232.59
2.7223,232.41
2.7231,243.71
2.7238,238.84
2.7246,251.39
2.7256,254.13
2.7264,254.13
2.7271,254.93
2.7281,248.68
2.7293,253.54
2.7301,256.5
2.7309,255.71
2.7317,250.62
2.7325,251.4
2.7332,243.53
2.734,235.33
2.735,238.47
2.736,234.6
2.737,237.36
2.738,238.47
2.7388,239.96
2.7394,248.3
2.74,250.62
2.7406,256.91
2.7414,262.53
2.7422,266
2.743,251.79
2.7436,255.53
2.7442,255.13
2.7444,248.69
2.7448,244.86
2.7454,251.41
2.7462,239.78
2.7468,250.83
2.7474,259.91
2.748,277.07
2.7486,298.07
2.7492,367.2
2.7498,370.18
2.7506,365.71
2.7514,338.54
2.752,337.17
2.7528,313.84
2.7536,304.91
2.7544,303.67
2.7552,304.29
2.7562,305.55
2.757,317.74
2.758,304.29
2.7588,301.17
2.7594,301.17
2.76,299.93
2.7606,303.04
2.7612,313.21
2.762,300.55
2.7628,304.3
2.7636,293.79
2.7644,285.99
2.7652,277.72
2.766,290.78
2.7668,281.36
2.7674,285.4
2.7682,281.15
2.7692,279.43
2.77,279.65
2.771,278.36
2.7722,272.03
2.7732,270.35
2.774,267.05
2.7748,267.24
2.7759,264.17
2.7769,266.02
2.7779,266.83
2.7787,276.02
2.78,264.18
2.7809,269.74
2.7819,272.87
2.7829,276.67
2.7841,273.92
2.7849,272.87
2.7857,277.3
2.7863,277.52
2.7869,276.67
2.7875,279.02
2.7886,283.64
2.7896,280.52
2.7906,277.94
2.7918,269.94
2.7928,268.91
2.7934,273.5
2.7942,271.19
2.7954,272.46
2.7963,276.68
2.7975,272.04
2.7988,273.29
2.8,273.29
2.8012,269.75
2.8029,270.79
2.8045,271.62
2.8061,275.41
2.8077,268.71
2.8093,263.79
2.8103,257.15
2.8113,258.15
2.812,258.15
2.813,256.36
2.8138,248.34
2.8146,246.43
2.8154,235.56
2.8162,224.26
2.817,223.55
2.8178,228.15
2.8186,228.32
2.8196,230.83
2.8208,230.3
2.8218,235.57
2.8226,235.57
2.8234,242.07
2.8242,245.47
2.8248,252.63
2.8256,251.45
2.8266,258.16
2.8279,256.17
2.8289,255.18
2.8301,257.56
2.8309,260.56
2.8316,266.05
2.8327,271.22
2.8337,279.47
2.8346,278.82
2.8358,280.33
2.8374,276.28
2.8382,275.85
2.839,275.63
2.8396,281.41
2.8402,279.47
2.8408,278.19
2.8416,280.76
2.8424,275.63
2.8432,269.56
2.844,267.7
2.8449,275
2.8458,273.11
2.8466,270.6
2.8474,270.6
2.8482,269.78
2.8486,262.19
2.8493,259.97
2.8501,262.8
2.8509,260.98
2.8517,261.79
2.8523,258.77
2.8532,254.61
2.854,252.84
2.855,252.45
2.856,250.31
2.8572,248.76
2.8579,255.39
2.8587,255.79
2.8594,260.17
2.86,271.45
2.8606,279.07
2.8615,276.72
2.8623,281
2.863,275.87
2.864,271.45
2.8652,272.71
2.866,271.24
2.867,272.71
2.8684,276.3
2.8696,273.97
2.8706,276.93
2.872,278.43
2.8732,275.88
2.8742,278
2.875,279.5
2.8756,282.52
2.8762,297.53
2.8768,308.17
2.8774,309.44
2.878,323.09
2.8788,302.5
2.8792,293.27
2.8798,289.05
2.8804,284.87
2.8811,303.12
2.8817,290.86
2.8825,287.85
2.8833,277.58
2.8843,270.22
2.8854,250.91
2.8864,251.49
2.8873,257.4
2.8881,255.4
2.8888,265.27
2.8894,266.9
2.8902,262.22
2.8909,253.05
2.8915,255.22
2.8922,247.62
2.893,258.39
2.8936,258.99
2.8944,259
2.8952,258.39
2.8958,259.8
2.8964,257.4
2.897,263.84
2.8974,265.68
2.8982,271.26
2.8988,269.6
2.8994,268.56
2.9002,263.64
2.9012,265.48
2.902,263.84
2.903,268.77
2.904,267.95
2.9048,265.06
2.9058,263.85
2.9068,268.57
2.9077,265.89
2.9087,262.43
2.9099,271.27
2.9109,276.53
2.9117,272.74
2.9125,289.07
2.9135,293.29
2.9143,289.07
2.9149,278.87
2.9158,276.11
2.9171,268.78
2.9179,271.89
2.9187,269.4
2.9203,272.32
2.9216,272.96
2.9226,258.22
2.9238,257.02
2.9252,266.92
2.926,262.02
2.9268,261.23
2.9274,279.32
2.928,275.91
2.9287,259.42
2.9291,258.82
2.9297,257.82
2.9302,249.38
2.9308,247.83
2.9314,245.53
2.932,244.59
2.9324,259.02
2.933,252.3
2.9334,252.3
2.9338,256.62
2.9344,255.43
2.935,240.82
2.9355,260.22
2.9363,261.03
2.9371,264.89
2.9379,264.07
2.9387,271.5
2.9394,258.23
2.9399,273.6
2.9403,277.83
2.9407,298.2
2.9415,304.42
2.9423,314.61
2.943,312.05
2.9438,338.69
2.9446,336.62
2.9454,347.07
2.9462,380.16
2.947,355.63
2.9478,347.79
2.9488,359.27
2.9496,364.39
2.9504,345.67
2.9516,353.48
2.9528,357.09
2.9536,361.46
2.9543,354.21
2.9551,351.33
2.9557,347.79
2.9561,322.48
2.9567,306.33
2.9574,305.69
2.958,298.22
2.9584,281.49
2.9588,281.71
2.9592,281.27
2.9596,279.55
2.9604,275.51
2.9612,281.06
2.9622,282.57
2.963,280.84
2.9638,280.63
2.9642,281.93
2.9648,293.32
2.9654,300.08
2.966,300.69
2.9665,289.7
2.9671,283.76
2.9675,273.19
2.9683,272.56
2.9691,274.04
2.9699,275.08
2.9707,274.24
2.9717,277.64
2.9725,276.15
2.9733,281.93
2.974,278.06
2.9748,276.79
2.9756,271.52
2.9764,275.31
2.9774,270.06
2.9784,266.15
2.9794,271.93
2.9804,276.37
2.9811,278.07
2.9819,283.77
2.9827,314.64
2.9833,295.77
2.9842,299.46
2.9851,314.01
2.9859,282.38
2.9869,282.59
2.9881,315.3
2.989,319.87
2.9898,312.71
2.9906,322.5
2.9916,319.21
2.9924,331.89
2.993,328.5
2.994,319.87
2.9948,325.16
2.9956,331.21
2.9964,321.19
2.9976,327.84
2.9984,305.09
2.9994,281.73
3.0004,277.44
3.0015,273.01
3.0023,267.19
3.0033,262.29
3.0043,272.17
3.0049,271.12
3.0057,267.59
3.0065,266.97
3.0073,270.5
3.0082,267.19
3.0092,262.29
3.01,263.29
3.0108,263.71
3.0116,267.19
3.0124,260.67
3.0134,264.52
3.0142,264.12
3.0152,266.36
3.0162,264.94
3.017,266.98
3.0178,267.4
3.0186,266.36
3.0194,268.64
3.02,268.64
3.021,274.27
3.0218,271.96
3.0228,287.94
3.0236,273.65
3.0244,272.6
3.0252,270.93
3.026,271.96
3.0267,267.2
3.0275,273.85
3.0285,271.96
3.0295,275.98
3.0303,279.38
3.0311,281.53
3.0321,284.39
3.0331,298.27
3.0339,321.22
3.0347,327.87
3.0355,299.49
3.0363,316.62
3.0369,331.91
3.0375,293.37
3.0383,295.81
3.0392,321.22
3.0402,313.4
3.0412,312.75
3.0421,329.22
3.0429,326.53
3.0439,325.19
3.0448,319.91
3.0458,300.75
3.0467,291.56
3.0475,289.75
3.0479,279.83
3.0486,281.76
3.0494,294.6
3.0502,292.78
3.0512,281.99
3.0524,279.4
3.0532,278.76
3.0539,282.2
3.0547,283.21
3.0555,308.92
3.0563,303.24
3.0571,295.82
3.058,279.61
3.0588,285.59
3.0597,281.13
3.0607,306.4
3.0615,327.22
3.0623,342.25
3.0633,352.86
3.0642,342.94
3.065,347.88
3.066,354.3
3.0668,350.72
3.0675,374.95
3.0683,379.51
3.0689,381.81
3.0697,368.2
3.0705,363.02
3.0714,345.06
3.0722,356.46
3.0731,378.75
3.0737,394.28
3.0745,394.28
3.0753,387.22
3.0761,382.57
3.077,355.03
3.078,343.66
3.0788,347.17
3.0798,349.3
3.0806,356.47
3.0814,362.3
3.0822,342.96
3.083,346.48
3.0838,333.99
3.0846,319.94
3.0856,312.78
3.0866,317.33
3.0882,302.03
3.0894,307.68
3.091,326.56
3.0924,317.33
3.0938,319.29
3.0946,339.5
3.0958,323.24
3.097,303.91
3.098,300.17
3.099,305.79
3.1002,316.67
3.1012,333.33
3.102,347.9
3.1028,351.45
3.1036,340.2
3.1046,313.45
3.1056,311.52
3.1066,295.85
3.1078,303.28
3.1092,313.45
3.1104,303.28
3.112,312.8
3.1134,321.93
3.1146,321.28
3.1156,328.59
3.1168,320.61
3.1174,294.64
3.1182,292.21
3.1194,283.86
3.1206,273.5
3.1216,279.66
3.1228,274.98
3.1244,273.28
3.1256,272.25
3.1268,273.91
3.128,278.38
3.1292,293.43
3.13,280.74
3.1308,279.45
3.1316,279.24
3.1324,269.95
3.133,263.99
3.1338,265.82
3.1346,262.37
3.1352,261.96
3.1361,272.25
3.1371,270.58
3.1379,269.33
3.1389,263.37
3.1405,256.96
